542,wear
542,absolutely
541,air
540,takes
540,[sniffing]
539,without
537,major
536,listen
534,s-
534,miles
534,health
532,north
531,weeks
531,expensive
529,man
528,hours
522,minutes
522,age
520,often
520,movies
519,although
517,kinds
516,son
516,case
515,anybody
515,along
515,[inhaling]
514,favorite
513,turn
512,hope
510,drugs
510,daughter
507,worth
507,morning
507,american
506,friend
505,must
505,cost
505,budget
504,recently
500,hour
498,mind
498,difference
498,cut
498,ahead
497,weather
495,married
495,amount
494,large
493,already
492,watching
492,control
491,guys
491,enjoyed
489,line
484,book
480,under
479,pause
478,top
477,wonder
476,second
475,hand
474,wrong
474,service
473,yourself
472,middle
472,left
471,war
470,knew
469,education
465,you'd
465,running
464,team
464,mostly
462,fifteen
459,against
457,death
455,sense
455,cat
455,benefits
454,interest
452,vote
452,phone
451,nursing
450,bet
449,reading
449,learn
447,states
447,background
445,m
443,full
442,talked
442,cold
442,[sigh]
441,w-
440,difficult
437,tend
437,liked
435,instead
434,game
432,bye
431,told
430,experience
429,u
428,plano
426,twelve
423,interested
422,bring
421,taken
421,leave
421,fish
418,past
418,looked
417,lots
416,lives
415,somewhere
414,hot
413,recycling
411,d
411,check
410,california
409,unless
409,p
408,walk
408,fairly
407,front
406,[talking]
405,imagine
405,class
402,decided
401,cards
400,cause
399,wait
399,exercise
398,we'd
398,using
398,looks
396,ready
395,spent
393,punishment
392,question
392,companies
389,ought
388,trouble
388,nine
387,fine
383,office
381,topic
381,changed
380,law
380,income
380,early
379,winter
379,terms
379,men
379,local
377,happens
375,books
374,needs
374,hit
372,god
371,themselves
371,group
370,wish
370,felt
370,christmas
368,yard
368,who's
368,playing
366,york
366,shows
365,society
365,radio
365,everyone
364,particular
362,except
362,areas
361,yep
361,test
361,goodness
360,lake
358,catch
358,[cough]
356,growing
355,woman
355,tough
355,later
355,homes
355,capital
353,oil
351,plan
350,putting
350,hate
350,guns
349,kid
349,dad
347,weekend
345,weren't
345,teach
345,gave
344,figure
344,dollar
340,wants
340,street
340,grew
340,cases
339,store
339,general
339,forth
339,chance
337,cook
337,cats
336,you'll
336,vacation
336,dinner
336,ask
334,lately
334,built
333,national
333,finally
332,starting
331,sitting
330,y-
330,they'd
330,door
330,baby
329,south
329,kept
329,free
324,move
324,beautiful
323,rest
322,ways
322,realize
320,regular
318,testing
318,newspaper
317,programs
316,level
315,needed
315,countries
314,university
314,teachers
313,played
312,awful
310,longer
310,community
309,throw
308,turned
308,social
308,east
307,nineteen
307,across
306,television
306,sell
306,late
306,forty
305,price
305,a-
304,younger
304,ours
304,hey
304,choice
303,within
303,totally
303,subject
303,story
303,send
303,football
302,spending
302,personal
302,information
302,afford
301,white
301,depends
301,concerned
300,trees
300,given
300,bunch
299,terrible
299,suppose
299,plus
299,open
299,near
299,mom
299,fishing
298,lost
296,stop
295,jobs
294,families
294,cans
293,happy
293,changes
292,magazines
291,sorry
291,charge
291,[child_talking]
290,sound
289,buying
289,become
288,word
288,space
288,soon
287,girl
287,games
287,degree
286,dogs
285,worry
285,rain
285,father
285,easier
284,worse
283,united
283,issue
283,driving
282,likes
282,l
282,building
281,amazing
280,students
280,hold
280,fast
280,extra
280,conversation
279,student
279,plastic
279,consider
278,hadn't
277,sports
277,period
277,nobody
277,medical
276,season
276,brought
275,r
274,dress
274,crazy
273,private
273,power
273,d-
272,low
272,church
271,single
270,short
270,scary
268,save
268,military
268,[clicking]
267,special
266,thank
266,ended
264,stand
264,seemed
264,knows
264,brother
263,teacher
263,caught
262,san
261,quality
260,watched
260,strange
260,order
260,boys
259,spring
259,sad
259,restaurant
259,black
258,learned
258,feeling
258,example
258,biggest
257,gas
257,center
256,costs
255,snow
254,paint
253,tape
252,whenever
252,recycle
252,familiar
251,support
251,speaker
251,noticed
251,judge
251,glad
250,sister
250,rid
250,necessarily
249,seeing
249,particularly
249,inside
248,size
247,rate
247,killed
247,grow
246,means
246,fall
246,decide
245,lose
245,clothes
244,twice
244,teaching
244,neighborhood
244,break
243,golf
242,third
242,guilty
242,doctor
242,behind
240,personally
240,e
240,bill
238,waiting
238,park
238,fan
238,completely
238,carry
238,anywhere
237,fair
236,road
235,picked
235,per
235,bigger
234,head
234,[static]
233,lawn
233,gee
232,miss
232,its
232,handle
232,grass
232,eleven
231,t-
231,clean
230,parts
230,main
229,surprised
229,obviously
228,tha-
228,savings
227,write
227,market
227,field
227,decision
226,sixty
226,shouldn't
226,rock
226,higher
226,he'll
226,eighteen
226,-s
225,twenty-five
225,pull
225,pollution
224,unfortunately
224,calls
223,crimes
222,grade
222,asked
221,party
221,machine
221,kill
220,newspapers
220,build
219,penalty
219,cover
218,trial
218,station
218,itself
218,baseball
217,wind
217,trip
217,research
217,process
217,boat
217,available
217,apartment
217,anyone
216,telling
216,houses
216,hasn't
216,force
215,minute
215,glass
215,beginning
214,generally
213,o'clock
213,houston
213,afraid
213,[swallowing]
212,it'll
211,garden
211,comfortable
211,attention
210,walking
210,o
209,rent
209,hurt
209,green
209,giving
208,perhaps
208,excellent
207,washington
207,magazine
207,eighty
207,benefit
206,words
206,stayed
206,lucky
206,husband's
206,gives
206,eventually
206,cash
205,west
205,privacy
205,apparently
204,florida
203,yo-
203,others
203,america
202,utah
202,originally
202,forget
202,camp
202,ball
201,truck
201,systems
201,individual
199,keeps
199,heavy
199,girls
198,light
198,keeping
198,classes
197,trash
197,mountains
197,huge
197,hopefully
197,ground
197,federal
197,answer
196,visit
196,serious
196,[beep]
195,strong
195,police
195,murder
195,cooking
194,hospital
194,excuse
194,evening
193,smaller
193,shot
193,normally
193,died
193,bills
193,alone
192,opinion
192,future
192,economy
192,busy
191,willing
191,travel
191,plant
191,helps
190,aware
189,similar
189,ha-
188,types
188,calling
188,average
186,virginia
186,security
185,sick
185,learning
185,hi
184,wh-
184,stick
184,red
183,speak
183,science
183,quit
183,list
183,jail
183,expect
183,computers
182,towards
182,thanks
182,starts
182,pets
181,weight
181,moving
181,graduate
180,raised
180,mexico
180,ice
180,e-
179,weird
179,warm
179,shoot
179,history
179,county
178,stories
178,salary
178,mess
178,happening
178,follow
178,finding
178,chicken
177,property
177,poor
177,pet
177,meet
177,generation
176,sent
176,raise
176,piece
176,environment
176,bucks
176,basketball
176,basic
175,somehow
175,president
175,normal
174,waste
174,term
174,retirement
174,prison
174,loved
174,foot
173,teams
173,sunday
173,possible
173,mail
173,eating
173,basis
173,[barking]
172,industry
172,[child]
171,h-
171,feet
171,court
170,wood
170,players
170,f
170,criminal
170,changing
170,based
170,allowed
169,serve
169,heat
169,english
169,england
169,colorado
168,thirteen
168,luck
168,account
167,kidding
167,himself
167,fire
167,club
167,base
166,restaurants
166,lower
166,h
166,bed
166,bags
165,m-
165,he'd
165,[/noise]
164,die
164,color
164,bank
163,quick
163,million
163,laws
162,tonight
162,lunch
162,carolina
161,opportunity
161,mainly
161,garage
160,re-
160,positive
160,peace
160,coverage
160,cool
160,beat
159,video
159,sold
159,ride
159,record
159,current
159,covered
159,aluminum
158,wall
158,view
158,tested
158,noise
158,heart
158,folks
157,speaking
157,everybody's
157,europe
157,cities
156,tired
156,helped
156,cute
156,cable
156,band
155,richardson
155,parent
155,bother
155,activities
154,ridiculous
154,position
154,choose
153,toward
153,taught
153,sales
153,rights
153,horrible
153,entire
153,coast
153,c-
152,shop
152,respect
152,push
152,notice
152,issues
152,hang
152,everywhere
152,department
151,yours
151,union
151,popular
150,shape
150,political
150,opposed
150,land
150,financial
149,separate
149,grown
149,defense
148,painting
148,doubt
148,debt
148,civil
147,yesterday
147,turns
147,total
147,saturday
147,reasons
147,project
147,oldest
147,listening
147,grandmother
147,foreign
147,bedroom
147,add
146,wondering
146,voice
146,n-
146,born
145,seventy
145,policy
145,garbage
145,fix
145,dead
144,won
144,forever
144,career
143,van
143,sleep
143,sentence
143,random
143,professional
143,mexican
143,majority
143,however
143,hobby
143,hardly
143,f-
143,compared
143,body
143,advantage
142,worst
142,training
142,plants
142,figured
142,degrees
141,somewhat
141,planning
141,occasionally
141,nights
141,forward
141,easily
141,bottles
140,tent
140,straight
140,sixteen
140,papers
140,known
139,ooh
139,lady
139,kitchen
139,k
139,instance
139,fourteen
138,wanting
138,stopped
138,responsibility
138,ninety
138,harder
138,extremely
138,equipment
138,[smack]
137,groups
137,fit
136,possibly
136,plays
136,pennsylvania
136,elderly
136,cheap
136,besides
135,value
135,quickly
135,effect
135,doctors
135,cowboys
135,channel
135,bush
135,bottom
135,aids
135,aerobics
134,table
134,hunting
134,grocery
134,floor
134,drop
134,cannot
134,blue
134,bag
134,awhile
133,weapons
133,telephone
133,supposedly
133,standard
133,seventies
133,safe
133,flowers
132,share
132,nowadays
132,maryland
132,incredible
132,attitude
131,wild
131,ran
131,prefer
131,pass
131,legal
131,helping
131,central
131,brand
130,train
130,stuck
130,sign
130,retired
130,pool
130,politics
130,otherwise
130,oklahoma
130,hello
130,hands
130,depending
129,various
129,track
129,super
129,prices
129,invasion
129,hoping
129,french
129,allow
128,range
128,questions
128,meat
128,engineering
128,dry
127,we-
127,selling
127,runs
127,products
127,hobbies
127,continue
127,an-
126,whereas
126,stores
126,numbers
126,graduated
126,g
126,fortunate
126,finished
126,bike
125,wife's
125,weekends
125,tree
125,ourselves
125,lines
125,gardening
125,favor
125,engine
125,appreciate
124,sixties
124,rough
124,reunion
124,reasonable
124,pressure
124,employees
124,considered
124,austin
123,typical
123,spot
123,sisters
123,services
123,section
123,return
123,jeez
123,board
122,fight
122,downtown
121,sudden
121,sometime
121,seat
121,river
121,pardon
121,nature
121,friday
121,common
121,cheaper
121,automatic
121,afternoon
120,step
120,staying
120,sorts
120,repair
120,clear
120,classical
120,chinese
120,careful
120,[children]
119,ye-
119,style
119,star
119,row
119,passed
119,mentioned
119,effort
118,variety
118,trust
118,simple
118,she'll
118,r-
118,p-
118,organization
118,offer
118,expenses
118,drove
118,beach
118,active
118,[baby_crying]
117,win
117,whose
117,report
117,metric
117,human
117,cutting
116,loan
116,junior
116,italian
116,finish
116,direction
116,appeal
115,visa
115,vietnam
115,schedule
115,roll
115,picture
115,limit
115,league
115,hearing
115,hair
115,face
115,extent
114,upon
114,trade
114,shoes
114,puts
114,pounds
114,people's
114,necessary
114,met
114,japanese
114,instruments
114,inches
114,ideas
113,sun
113,ford
113,chicago
113,box
113,begin
112,western
112,touch
112,somebody's
112,simply
112,fixed
112,fill
112,convenient
111,wrote
111,wa-
111,upset
111,thirty-five
111,the-
111,study
111,sat
111,percentage
111,neighbor
110,writing
110,wide
110,soviet
110,southern
110,role
110,plenty
110,piano
110,o-
110,island
109,smart
109,saving
109,responsible
109,meal
109,deep
109,colors
108,trips
108,throughout
108,related
108,provide
108,owned
108,larger
108,honest
108,becoming
107,voting
107,unusual
107,form
107,dental
107,corps
106,traffic
106,safety
106,monday
106,mandatory
106,limited
106,language
106,drink
106,b-
106,americans
105,truth
105,storm
105,solution
105,picking
105,management
105,loans
105,it'd
105,forty-five
105,eye
105,exciting
105,became
105,atmosphere
104,recycled
104,mothers
104,loves
104,feelings
104,ends
104,earlier
104,cents
104,ca-
104,brothers
104,boston
103,someplace
103,population
103,moment
103,mixed
103,lawyers
103,flat
103,engineer
103,district
103,correct
103,animals
103,admit
103,above
102,x
102,thinks
102,taste
102,physical
102,names
102,economic
102,deterrent
102,criminals
102,concern
101,sleeping
101,shopping
101,she'd
101,scouts
101,rich
101,required
101,plans
101,painted
101,one's
101,none
101,missed
101,g-
101,farm
101,coach
101,brown
101,article
100,stations
100,song
100,smoke
100,ski
100,election
100,constantly
100,balance
99,worried
99,windows
99,tomatoes
99,tickets
99,threat
99,swimming
99,sh-
99,scared
99,require
99,points
99,leaves
99,grandchildren
99,fly
99,everyday
99,courses
99,beyond
99,[baby]
98,replace
98,pictures
98,payment
98,neighbors
98,mother's
98,knowing
98,checks
98,blood
97,written
97,wise
97,series
97,jeans
97,healthy
97,further
97,fourth
97,forced
97,events
96,switch
96,speech
96,slow
96,salt
96,salad
96,machines
96,fort
96,express
95,technology
95,situations
95,roof
95,recipe
95,perfect
95,j
95,influence
95,becomes
95,antonio
95,actual
94,volunteer
94,vegetables
94,seventeen
94,sale
94,purchase
94,pound
94,player
94,northern
94,network
94,mile
94,francisco
94,asking
93,tests
93,tennis
93,mix
93,letting
93,honda
93,garland
93,factor
93,decent
93,congress
92,wha-
92,spread
92,dealing
92,atlanta
92,action
91,walked
91,suspect
91,suit
91,skiing
91,shooting
91,sauce
91,rates
91,pulled
91,politicians
91,ohio
91,monthly
91,losing
91,hire
91,fresh
91,foods
91,fighting
91,energy
91,clothing
91,cheese
91,broken
91,act
91,ability
90,shame
90,recording
90,press
90,neither
90,l-
90,due
90,closer
90,campus
90,babies
89,twenty-four
89,square
89,seventy-five
89,sentencing
89,recent
89,product
89,metal
89,meant
89,hole
89,dark
89,dangerous
89,backyard
88,stupid
88,steak
88,self
88,pleased
88,original
88,milk
88,massachusetts
88,herself
88,gulf
88,edge
88,cross
88,colleges
88,broke
88,boring
87,vacations
87,treat
87,reports
87,rented
87,pays
87,key
87,july
87,independent
87,georgia
87,fund
87,expected
87,employee
87,eighty-six
87,double
87,damage
87,count
87,collect
87,checking
87,checked
87,casual
87,bread
87,bathroom
86,versus
86,twenty-two
86,subscribe
86,sing
86,showing
86,option
86,lakes
86,juries
86,impressed
86,handy
86,feed
86,facilities
86,cousins
86,blame
86,bird
86,baltimore
86,alcohol
86,access
85,thousands
85,served
85,projects
85,material
85,lessons
85,held
85,grandparents
85,duty
85,doors
85,discipline
85,border
85,amazed
84,welfare
84,violent
84,traveling
84,that'll
84,sport
84,showed
84,raising
84,primarily
84,payments
84,leaving
84,kindergarten
84,john
84,fortunately
84,equal
84,earth
83,whoever
83,tends
83,senior
83,quarter
83,protect
83,pro
83,participate
83,mistake
83,jump
83,elementary
83,electric
83,[/talking]
82,w
82,toyota
82,talks
82,sides
82,purpose
82,overall
82,license
82,lay
82,killing
82,in-
82,fifties
82,fantastic
82,developed
82,closed
82,circumstances
82,christian
82,bowl
82,aside
82,anytime
82,accident
81,youngest
81,window
81,teenagers
81,successful
81,repairs
81,profit
81,present
81,practice
81,nearly
81,minimum
81,labor
81,indiana
81,faintly
81,effects
81,discuss
81,bus
81,bass
81,apart
81,[tv]
80,wearing
80,trucks
80,till
80,songs
80,solve
80,realized
80,murders
80,mileage
80,liberal
80,knowledge
80,ju-
80,iowa
80,feels
80,bothers
80,assume
79,voted
79,rangers
79,quiet
79,pittsburgh
79,parks
79,minor
79,member
79,math
79,lawyer
79,heck
79,enjoyable
79,data
79,centers
78,wondered
78,wisconsin
78,recipes
78,innocent
78,grand
78,flower
78,drives
78,charged
78,bins
77,y
77,weights
77,tremendous
77,round
77,pop
77,male
77,judges
77,housing
77,highway
77,germany
77,fee
77,concept
77,animal
76,wet
76,visited
76,violence
76,staff
76,specific
76,rules
76,rooms
76,pieces
76,natural
76,manager
76,jazz
76,fellow
76,fancy
76,excited
76,dropped
76,distance
76,daughters
76,creek
76,businesses
76,brings
76,blow
76,block
76,beer
76,banks
76,aspect
76,accept
76,[child_yelling]
75,tires
75,stays
75,smoking
75,saved
75,russia
75,relatives
75,package
75,justice
75,items
75,increase
75,immediately
75,golly
75,forgot
75,female
75,entertainment
75,dump
75,draft
75,desert
75,decisions
75,dear
75,consumer
74,tools
74,theater
74,suits
74,rural
74,roles
74,relatively
74,lord
74,hill
74,here's
74,helpful
74,evidence
74,adult
74,abuse
73,wheel
73,likely
73,impact
73,illegal
73,freedom
73,fence
73,fell
73,elections
73,dishes
73,differently
73,cruise
73,commercial
73,alive
73,[music]
72,women's
72,technical
72,seriously
72,seafood
72,raining
72,parties
72,pain
72,nicer
72,media
72,meals
72,maintain
72,lubbock
72,library
72,dish
72,brakes
72,boss
72,barbecue
72,articles
72,adults
71,twenty-one
71,throwing
71,tech
71,split
71,sons
71,software
71,results
71,recommend
71,raleigh
71,october
71,model
71,maintenance
71,hired
71,expense
71,eastern
71,ceiling
71,carrying
71,breaking
70,walls
70,tells
70,solid
70,rice
70,regularly
70,pants
70,li-
70,hunt
70,hanging
70,encourage
70,eighties
70,convicted
70,considering
70,commit
70,choices
70,children's
70,bar
69,wherever
69,uses
69,shorts
69,portion
69,march
69,mad
69,latest
69,laid
69,fat
69,draw
69,contract
69,birthday
69,bedrooms
69,arlington
69,activity
68,yellow
68,upper
68,tomorrow
68,speed
68,pickup
68,perspective
68,pattern
68,meeting
68,match
68,loud
68,kick
68,jersey
68,iraq
68,interests
68,freeze
68,expecting
68,disease
68,conscious
68,carpet
68,canada
68,army
68,aid
68,[/static]
67,unanimous
67,sewing
67,setting
67,semester
67,records
67,parole
67,odd
67,nurse
67,nation
67,mow
67,manage
67,letter
67,humidity
67,favorites
67,et
67,don-
67,date
67,cream
67,corner
67,cetera
67,beef
66,understanding
66,turning
66,streets
66,riding
66,possibility
66,opinions
66,members
66,lead
66,junk
66,japan
66,investment
66,incentive
66,hook
66,habit
66,educational
66,dining
66,breaks
66,appropriate
65,typically
65,turkey
65,truly
65,tie
65,stress
65,sixty-five
65,signed
65,saint
65,roads
65,pump
65,properly
65,parking
65,mouth
65,loose
65,king
65,israel
65,groceries
65,grades
65,fault
65,eyes
65,experiences
65,everything's
65,eighty-five
65,complete
65,compare
65,collection
65,character
65,bugs
65,buffalo
65,automatically
65,added
64,trend
64,tied
64,site
64,scale
64,rochester
64,resources
64,prime
64,preschool
64,planned
64,opposite
64,negative
64,motor
64,mispronounced
64,mall
64,january
64,emergency
64,effective
64,discover
64,corporation
64,corporate
64,cooked
64,conservative
64,conditioning
64,committed
64,co-
64,cleaning
64,bringing
64,august
64,art
63,trek
63,treated
63,terribly
63,spare
63,soccer
63,shirts
63,screen
63,quarterback
63,pulling
63,prepared
63,please
63,pizza
63,medicine
63,lab
63,impossible
63,hills
63,good-bye
63,filled
63,facility
63,extreme
63,chances
62,woodworking
62,views
62,trained
62,that'd
62,source
62,sharing
62,pushing
62,prove
62,planted
62,person's
62,missing
62,hundreds
62,holding
62,governor
62,gorgeous
62,frightening
62,ex-
62,directly
62,desk
62,cuts
62,burn
62,belong
62,basement
62,arm
62,address
61,visiting
61,ticket
61,sweet
61,summertime
61,stage
61,soap
61,shut
61,rule
61,risk
61,prior
61,part-time
61,opera
61,mortgage
61,minnesota
61,mini
61,ma-
61,los
61,international
61,golden
61,firm
61,film
61,fiction
61,falls
61,estate
61,essentially
61,chose
61,caused
61,boxes
61,[bird_squawk]
60,whatnot
60,useful
60,unit
60,unbelievable
60,trailer
60,tents
60,standing
60,smell
60,slowly
60,silly
60,significant
60,shift
60,recognize
60,rabbit
60,puppy
60,professor
60,paycheck
60,overseas
60,luxury
60,june
60,indian
60,inch
60,grill
60,fascinating
60,extended
60,do-
60,designed
60,deer
60,dealer
60,containers
60,complex
60,combination
60,cholesterol
60,below
60,ate
60,arms
60,[thumping]
59,weapon
59,values
59,tom
59,temperature
59,swing
59,swim
59,spanish
59,scout
59,satisfied
59,sand
59,routine
59,recall
59,processing
59,pair
59,organized
59,opened
59,named
59,mayor
59,journal
59,fuel
59,frequently
59,fixing
59,educated
59,earn
59,di-
59,brick
59,barely
59,automobiles
59,advice
58,wine
58,voices
58,tapes
58,springs
58,shirt
58,retire
58,repeat
58,pleasure
58,native
58,mo-
58,individuals
58,hooked
58,gallon
58,fear
58,enjoys
58,enjoying
58,engineers
58,elected
58,driven
58,disappointed
58,dirty
58,december
58,currently
58,complain
58,comedy
58,clubs
58,arizona
58,angeles
58,ages
58,[squeak]
58,[ringing]
57,wolves
57,threw
57,studying
57,standards
57,stadium
57,severe
57,relate
57,profession
57,plastics
57,necessity
57,naturally
57,motivation
57,mornings
57,michael
57,master
57,managed
57,levels
57,letters
57,immediate
57,furniture
57,budgeting
57,beds
57,be-
57,argument
57,anyhow
56,tuition
56,thoughts
56,survive
56,summers
56,substitute
56,strongly
56,so-
56,shall
56,message
56,laugh
56,joke
56,hits
56,hampshire
56,frame
56,else's
56,design
56,dances
56,curious
56,chain
56,catfish
56,camped
56,burden
56,buildings
56,automobile
56,[door]
55,vehicle
55,underneath
55,thursday
55,stock
55,signs
55,shrimp
55,relationship
55,protection
55,practically
55,post
55,organizations
55,ocean
55,obvious
55,nuclear
55,mental
55,jus-
55,improve
55,hell
55,funding
55,fried
55,focus
55,explain
55,diet
55,daily
55,culture
55,concert
55,channels
55,challenge
55,burning
55,bicycle
55,belt
55,badly
55,attached
55,arts
55,agency
54,twenty-three
54,trials
54,thi-
54,strict
54,son's
54,sending
54,seats
54,pregnant
54,page
54,onto
54,join
54,honestly
54,german
54,gasoline
54,electronics
54,direct
54,detroit
54,depend
54,day-care
54,dance
54,corn
54,carried
54,cancer
53,yards
53,valley
53,thick
53,tendency
53,sounded
53,reunions
53,registered
53,prisons
53,pleasant
53,oak
53,mountain
53,millions
53,knock
53,iron
53,including
53,immigration
53,highly
53,hers
53,dealers
53,create
53,contact
53,china
53,chemicals
53,birds
53,attorney
53,april
53,alternative
53,al-
53,affect
52,zero
52,warranty
52,videos
52,unfortunate
52,thrown
52,surprise
52,speakers
52,someone's
52,skills
52,quote
52,purchased
52,potential
52,options
52,occasion
52,listened
52,lack
52,kansas
52,hung
52,hall
52,halfway
52,gardens
52,frustrating
52,following
52,fifth
52,fed
52,father's
52,drinking
52,districts
52,copy
52,complicated
52,citizens
52,bottle
52,auto
52,arkansas
52,annual
52,administration
52,[/laughter]
51,wound
51,wore
51,wo-
51,walks
51,vegetable
51,uncle
51,un-
51,taxed
51,structure
51,sits
51,shower
51,religious
51,rap
51,nuts
51,mention
51,litter
51,horror
51,gold
51,go-
51,electronic
51,dying
51,dresses
51,disney
51,dirt
51,development
51,develop
51,communities
51,causes
51,candidates
51,bay
51,ban
51,[dishes]
50,winds
50,topics
50,tiny
50,there're
50,thanksgiving
50,strictly
50,relative
50,outdoor
50,mower
50,motivated
50,mistakes
50,michigan
50,load
50,item
50,hospitals
50,hood
50,holidays
50,hitting
50,hassle
50,funds
50,france
50,flexible
50,exercising
50,discovered
50,dad's
50,campaign
50,bu-
50,bell
50,accent
49,woods
49,williams
49,tight
49,texan
49,teenager
49,tank
49,tall
49,steps
49,silver
49,silence
49,se-
49,result
49,replaced
49,reach
49,race
49,print
49,practical
49,potatoes
49,philadelphia
49,peers
49,pan
49,oriented
49,location
49,lights
49,johnson
49,humid
49,guy's
49,greatest
49,formal
49,faster
49,event
49,drivers
49,division
49,crisis
49,convinced
49,contribute
49,clock
49,charges
49,breed
49,bear
49,awfully
49,[baby_talking]
48,therefore
48,theirs
48,teaches
48,surgery
48,stereo
48,steal
48,statistics
48,spoiled
48,sister-in-law
48,september
48,route
48,rhode
48,requirements
48,relaxing
48,recyclable
48,rarely
48,offered
48,occurred
48,locked
48,lock
48,literally
48,improvement
48,hurting
48,ho-
48,hated
48,goods
48,goal
48,falling
